,Time,Position,Velocity,Voltage,Force
313,4.955794,-0.0511722758620689,-0.0323437282702989,0.3,-61.209
314,4.971415,-0.0514580689655172,-0.011978903003261,0.3,-60.764
316,5.002658,-0.051948,-0.0313616076355636,0.3,-61.2681
317,5.01828,-0.0522235862068965,-0.0117611047668382,0.3,-60.6277
319,5.049522,-0.0527135172413793,-0.0267897547289338,0.3,-60.5052
320,5.065143,-0.0529176551724137,-0.0116522056486265,0.3,-60.3961
322,5.096386,-0.0534586206896551,-0.0303835023145226,0.3,-60.6005
323,5.112007,-0.0537342068965517,-0.011543306530415,0.3,-60.5824
325,5.14325,-0.0541986206896551,-0.0294033893366356,0.3,-60.664
326,5.158871,-0.0544588965517241,-0.0145383425053367,0.3,-59.615
327,5.174492,-0.0546528275862069,-0.0147012241086829,0.3,-60.2418
328,5.190114,-0.0549182068965517,-0.0112166091757807,0.3,-59.8965
330,5.221356,-0.0553724137931034,-0.0287481403325996,0.3,-60.1918
331,5.236978,-0.0556275862068965,-0.0111077100575693,0.3,-59.2789
333,5.26822,-0.0560766896551724,-0.028094773506859,0.3,-59.5787
334,5.283842,-0.0563318620689655,-0.0107810127029352,0.3,-59.8057
336,5.315084,-0.0567656551724137,-0.0274414066811163,0.3,-59.5469
337,5.330706,-0.0570106206896551,-0.010345416230089,0.3,-59.4515
339,5.361948,-0.0574342068965517,-0.0274431633808593,0.3,-59.3199
340,5.377569,-0.0576791724137931,-0.010345416230089,0.3,-59.6922
342,5.408812,-0.0581027586206896,-0.0267897547289362,0.3,-59.4606
343,5.424433,-0.0583375172413793,-0.0100187188754546,0.3,-58.8294
345,5.455676,-0.0587457931034482,-0.0261363460770103,0.3,-58.8883
346,5.471297,-0.0589805517241379,-0.0130681730385045,0.3,-58.6749
347,5.486918,-0.0591540689655172,-0.012904407828733,0.3,-57.6577
348,5.50254,-0.059383724137931,-0.0143745302396014,0.3,-58.3842
349,5.518161,-0.0596031724137931,-0.0124147643865792,0.3,-57.4896
350,5.533782,-0.0597715862068965,-0.0127410608941919,0.3,-58.4978
351,5.549404,-0.0600012413793103,-0.0095831224026089,0.3,-57.744
353,5.580646,-0.0603891034482758,-0.0251546227910232,0.3,-58.3343
354,5.596268,-0.0606136551724137,-0.0140478363705195,0.3,-57.4079
355,5.611889,-0.060828,-0.0092564250479746,0.3,-58.0391
356,5.643132,-0.061047448275862,-0.0102365171118776,0.3,-57.6622
357,5.658753,-0.061307724137931,-0.0169886249500557,0.3,-57.5941
358,5.674374,-0.0615782068965517,-0.0153546118468468,0.3,-57.5805
359,5.689996,-0.061787448275862,-0.0088208285751288,0.3,-58.0483
361,5.721238,-0.0621446896551724,-0.022869302817383,0.3,-57.3488
362,5.736859,-0.0623488275862069,-0.0086030303387055,0.3,-57.0354
364,5.768102,-0.0627009655172413,-0.0192743213593562,0.3,-56.6903
365,5.783724,-0.0628489655172413,-0.0086030303387056,0.3,-57.0764
366,5.814966,-0.0631041379310344,-0.0096922283368909,0.3,-56.5813
368,5.830587,-0.0634460689655172,-0.01061755074516,0.3,-56.0727
370,5.86183,-0.0637828965517241,-0.0215624855135338,0.3,-56.1545
371,5.877451,-0.063971724137931,-0.01061755074516,0.3,-55.9592
