trial,UKF_RT,FOMO_RT,GMKF_RT,rmsetau_ukf,rmsetau_fomo,rmsetau_gmkf
5,22.896093,5.5717459,5.4858265,0.0109204862349705,0.0115604352250147,0.012636895316465
6,21.6604073,5.2972787,5.112671,0.363601442922748,0.523401538712428,0.400946367102772
4,21.760745,5.9656558,5.9718445,0.511768702185258,0.740634950720934,0.568158261880376
3,27.86017,7.5484843,7.349141,0.0138640390308403,0.0159117612913098,0.0154354458738865
1,30.4016707,6.5111091,5.3035732,0.00968230508617187,0.0116201576751278,0.0125871736674964
1,24.8230185,5.7627962,5.4761998,0.0111751976573854,0.0205935335851869,0.0139384375775516
2,27.1124594,5.4504796,5.7955924,0.38489803911553,1.00031067447084,0.407249482970114
