Epochs = 61000 of 200000, Loss = 904.1088, params = (12.04637336730957, 15.031421661376953, -5.047384738922119)
Epochs = 62000 of 200000, Loss = 904.1088, params = (12.04637336730957, 15.031421661376953, -5.047379970550537)
Epochs = 63000 of 200000, Loss = 904.1089, params = (12.046369552612305, 15.031417846679688, -5.047383785247803)
Epochs = 64000 of 200000, Loss = 904.1089, params = (12.046372413635254, 15.031420707702637, -5.047383785247803)
Epochs = 65000 of 200000, Loss = 904.1089, params = (12.046370506286621, 15.031416893005371, -5.047380447387695)
Epochs = 66000 of 200000, Loss = 904.1087, params = (12.046375274658203, 15.03141975402832, -5.047382354736328)
Epochs = 67000 of 200000, Loss = 904.1087, params = (12.046369552612305, 15.031416893005371, -5.047384262084961)
Epochs = 68000 of 200000, Loss = 904.1089, params = (12.046372413635254, 15.03141975402832, -5.047384738922119)
Epochs = 69000 of 200000, Loss = 904.1088, params = (12.046368598937988, 15.031414985656738, -5.047380447387695)
Epochs = 70000 of 200000, Loss = 904.1089, params = (12.046378135681152, 15.031425476074219, -5.047384738922119)
Epochs = 71000 of 200000, Loss = 904.1088, params = (12.046371459960938, 15.031418800354004, -5.047379016876221)
Epochs = 72000 of 200000, Loss = 904.1087, params = (12.046371459960938, 15.031417846679688, -5.047382831573486)
Epochs = 73000 of 200000, Loss = 904.1089, params = (12.046375274658203, 15.031421661376953, -5.047382354736328)
Epochs = 74000 of 200000, Loss = 904.1088, params = (12.046378135681152, 15.031423568725586, -5.047386646270752)
Epochs = 75000 of 200000, Loss = 904.1089, params = (12.046371459960938, 15.031416893005371, -5.04738712310791)
Epochs = 76000 of 200000, Loss = 904.1087, params = (12.04637622833252, 15.03142261505127, -5.047382831573486)
Epochs = 77000 of 200000, Loss = 904.1089, params = (12.046375274658203, 15.03142261505127, -5.0473833084106445)
Epochs = 78000 of 200000, Loss = 904.1088, params = (12.046369552612305, 15.031417846679688, -5.047379970550537)
Epochs = 79000 of 200000, Loss = 904.1088, params = (12.046368598937988, 15.031414985656738, -5.047379970550537)
