trial,SE_RT,PID_RT,rmse_x_se,rmse_xdot_se,rmse_x_pid,rmse_xdot_pid
1,0.1543995,0.2667405,0.00937989128774316,0.0878261528202104,0.00937989175744431,0.0730913976978965
2,0.0273206,0.042111,0.036937942736624,0.241862308499222,0.0369379427178563,0.238689739150434
3,0.1270125,0.2162475,0.0253913689233819,0.151643136613224,0.0253913684730919,0.134789401624278
